resume_text,job_description,label
"Azure, C++, Linux, Machine Learning, JavaScript, AWS","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"C++, SQL, Deep Learning, JavaScript, Linux, React","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"Docker, Java, CSS, Python, AWS, Data Analysis","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"Git, Azure, HTML, Docker, React, Machine Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"AWS, Data Analysis, Machine Learning, Azure, Python, C++","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"React, Python, JavaScript, Data Analysis","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"React, Docker, HTML, Machine Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Java, Linux, Kubernetes, SQL, Node.js","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"C++, Kubernetes, Python, Machine Learning, SQL","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Kubernetes, HTML, Node.js, JavaScript","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Machine Learning, HTML, AWS, Azure","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Git, Python, Azure, Deep Learning, Docker, AWS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Machine Learning, React, Azure, Python, SQL","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"HTML, Node.js, Kubernetes, Azure, CSS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"CSS, C++, HTML, AWS, Linux, Docker, Node.js","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Linux, C++, CSS, Azure, HTML, Data Analysis","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Python, Kubernetes, Node.js, Azure, HTML, AWS","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Deep Learning, HTML, SQL, JavaScript","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"AWS, CSS, C++, Machine Learning","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Deep Learning, Azure, Python, Node.js, Kubernetes","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Node.js, Data Analysis, React, Deep Learning, Docker, Azure","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Data Analysis, SQL, C++, Git, Linux, Kubernetes, Node.js","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Azure, Machine Learning, SQL, Data Analysis","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"JavaScript, CSS, Node.js, Data Analysis, Java, Linux, Azure","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Java, C++, Kubernetes, Linux","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"JavaScript, Data Analysis, Node.js, Kubernetes","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Node.js, Linux, JavaScript, Docker, Kubernetes, Deep Learning","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Python, Kubernetes, Docker, Deep Learning, CSS, C++","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Data Analysis, Deep Learning, Kubernetes, React","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Docker, AWS, Data Analysis, Git, C++, Linux","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Kubernetes, HTML, Linux, Python, JavaScript","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"AWS, Node.js, Python, Data Analysis, HTML, CSS, Linux","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"Data Analysis, Python, CSS, Docker, AWS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Deep Learning, Java, CSS, Git","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Kubernetes, React, Machine Learning, SQL, Docker","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"Python, JavaScript, Data Analysis, Git, AWS, Azure","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"CSS, Data Analysis, React, Git","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Linux, Azure, Data Analysis, Machine Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Docker, SQL, HTML, Node.js","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Machine Learning, Docker, C++, CSS, React, HTML","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Azure, Deep Learning, C++, CSS, Data Analysis, Python, Kubernetes","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Data Analysis, JavaScript, Python, Kubernetes","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"HTML, React, Kubernetes, Docker","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"C++, Python, Data Analysis, AWS, Java","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Java, Azure, Python, SQL, JavaScript, AWS","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Node.js, Git, Deep Learning, Java, Linux","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Machine Learning, React, Data Analysis, Azure","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"HTML, Linux, Node.js, React, Data Analysis","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"SQL, C++, Python, Deep Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Deep Learning, AWS, Machine Learning, Linux, Java, CSS, SQL","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Java, Deep Learning, AWS, Python, Azure, C++","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"AWS, SQL, Machine Learning, JavaScript, CSS, Docker, HTML","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"React, Kubernetes, Docker, AWS, Deep Learning, Machine Learning, Git","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"CSS, Machine Learning, Python, Linux, JavaScript, Azure","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Docker, Node.js, Git, C++, SQL, Data Analysis","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Linux, Machine Learning, SQL, Azure, CSS, Python, Docker","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"HTML, Linux, Java, C++","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Kubernetes, Docker, Python, JavaScript, CSS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"SQL, React, AWS, Machine Learning, Git, JavaScript","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"JavaScript, Deep Learning, Node.js, Kubernetes","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Machine Learning, JavaScript, React, Docker, C++, Kubernetes, Git","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Java, Docker, Azure, Data Analysis, React, Node.js","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"CSS, Git, Deep Learning, Kubernetes, Data Analysis, Node.js","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Python, CSS, SQL, Kubernetes, Java, JavaScript, Docker","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Deep Learning, HTML, C++, Python","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"Git, JavaScript, AWS, CSS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"HTML, Git, Node.js, Kubernetes, SQL, Deep Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Machine Learning, Python, JavaScript, Java, CSS, Deep Learning, Kubernetes","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"AWS, Docker, SQL, Azure, Python, Kubernetes","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"CSS, HTML, C++, Python, Azure","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"React, Deep Learning, Data Analysis, Java","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Linux, Python, React, Kubernetes, Deep Learning, Git, AWS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"React, Java, SQL, AWS","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Python, JavaScript, Machine Learning, CSS, Docker, Linux, Deep Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"CSS, Docker, HTML, SQL, Python, Node.js, Deep Learning","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Linux, Git, JavaScript, Python","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Machine Learning, Linux, Azure, Git, CSS, JavaScript, Docker","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Kubernetes, SQL, Linux, React","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Java, Kubernetes, Deep Learning, React, Azure, SQL, Machine Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Python, Java, HTML, JavaScript, Deep Learning, CSS, C++","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"CSS, SQL, Java, Kubernetes, Machine Learning","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Git, JavaScript, Machine Learning, SQL, Docker, Node.js","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Azure, Git, Docker, CSS, SQL, AWS, Machine Learning","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Docker, SQL, Machine Learning, Java","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Kubernetes, Machine Learning, Java, Data Analysis, Python","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"HTML, Machine Learning, Git, Azure, Linux, Deep Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Linux, Node.js, C++, Machine Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"CSS, Azure, Git, SQL, React, Java, Data Analysis","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"C++, Python, React, Linux","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"AWS, Docker, Azure, Linux","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Python, SQL, Kubernetes, Azure","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Git, JavaScript, AWS, CSS, Python, Data Analysis","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Python, SQL, Kubernetes, HTML, Deep Learning, Docker","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Kubernetes, Data Analysis, Node.js, Python, C++","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Linux, AWS, CSS, Machine Learning, Azure, C++, Git","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Docker, JavaScript, Linux, Git, Deep Learning, Node.js","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Git, Java, C++, JavaScript","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Kubernetes, Docker, React, Linux, Git","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"CSS, C++, Deep Learning, Linux","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"C++, SQL, React, AWS","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"SQL, JavaScript, Git, Linux, Azure, Kubernetes","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Deep Learning, CSS, Java, SQL, Docker","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"AWS, Azure, Kubernetes, HTML, Data Analysis, Java, CSS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"HTML, Kubernetes, React, CSS, Linux","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Linux, AWS, HTML, Azure, Machine Learning, Data Analysis","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Python, HTML, Deep Learning, Node.js","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Python, React, Node.js, Azure, Docker","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Deep Learning, Node.js, Java, Linux, AWS, HTML","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"HTML, Azure, C++, Linux, Git, Machine Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Python, Kubernetes, Data Analysis, CSS, Machine Learning, HTML, Git","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"CSS, Python, Node.js, Java, React, Machine Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"HTML, Linux, Docker, Node.js","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Python, CSS, HTML, Java, AWS, Linux","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"C++, CSS, Kubernetes, Linux, Node.js","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Machine Learning, SQL, Docker, Deep Learning","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"CSS, Python, JavaScript, Git, Java","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Docker, Node.js, Java, JavaScript, Git, Linux, SQL","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Linux, Node.js, Azure, Kubernetes","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Docker, Node.js, Python, JavaScript, CSS, Git, React","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"C++, Docker, Deep Learning, Python, Linux, AWS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Machine Learning, Azure, JavaScript, C++, Data Analysis, Docker","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"CSS, Python, Machine Learning, Linux, C++","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Linux, Data Analysis, Deep Learning, Azure, Docker","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"C++, Java, Azure, CSS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"AWS, Python, SQL, Azure, Git, Docker","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Kubernetes, Machine Learning, Linux, React, Node.js, Data Analysis","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Data Analysis, Java, JavaScript, Kubernetes","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Data Analysis, Docker, C++, Linux","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Deep Learning, HTML, React, SQL","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Python, CSS, Azure, React, Machine Learning, JavaScript, Deep Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"C++, Linux, Machine Learning, CSS, Docker, JavaScript, Node.js","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"Azure, Java, HTML, C++","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Python, Docker, Deep Learning, JavaScript, Machine Learning, Node.js","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Java, Python, Deep Learning, C++, JavaScript, Kubernetes, Machine Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Node.js, Kubernetes, C++, Linux","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"HTML, CSS, JavaScript, Linux","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"CSS, Docker, HTML, Kubernetes","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"CSS, Java, Linux, Deep Learning, Python, Data Analysis, HTML","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"CSS, Kubernetes, Python, Node.js","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Python, React, Data Analysis, CSS, C++","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Docker, Azure, React, Deep Learning, Git, Java","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Azure, Java, Docker, Kubernetes","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"React, Azure, Linux, JavaScript","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Machine Learning, Deep Learning, C++, Docker, Linux, CSS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Docker, HTML, Linux, Deep Learning, C++, Azure, AWS","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"HTML, CSS, C++, AWS, Git, Deep Learning, Linux","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"SQL, CSS, Java, Data Analysis, Azure, React, Machine Learning","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Java, Data Analysis, Deep Learning, JavaScript, Node.js, Azure, AWS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"C++, React, Deep Learning, Node.js, Git, Java, Docker","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"JavaScript, Python, Deep Learning, Docker, AWS, CSS, HTML","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"AWS, CSS, C++, JavaScript, Node.js","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"HTML, Data Analysis, Python, Azure","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Machine Learning, Python, C++, AWS, React, Linux","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Kubernetes, Azure, Data Analysis, Python, SQL, Deep Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"C++, JavaScript, Docker, Data Analysis","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Docker, React, Deep Learning, Azure, Java, C++","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"SQL, C++, AWS, Linux, CSS, Node.js, Git","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"Git, Node.js, Python, Data Analysis, Machine Learning, Java","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"Python, Machine Learning, Node.js, C++","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"HTML, Node.js, Kubernetes, Deep Learning, Azure, Docker","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Node.js, Kubernetes, Deep Learning, Git, SQL","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"React, Linux, HTML, SQL, Data Analysis, Node.js","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Kubernetes, Linux, Node.js, SQL, AWS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"C++, Data Analysis, Docker, SQL","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Data Analysis, Azure, React, Kubernetes, HTML","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"HTML, Linux, Docker, AWS, Node.js, C++","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Machine Learning, Data Analysis, Docker, Java, C++","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"SQL, Kubernetes, Machine Learning, AWS, Node.js, Deep Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Data Analysis, Node.js, Linux, Docker, Python, CSS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"JavaScript, Linux, Java, HTML","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Python, CSS, C++, HTML","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Deep Learning, Git, JavaScript, CSS, Azure, Data Analysis, Java","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Git, Docker, C++, Linux","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"AWS, Linux, SQL, Git, C++, Node.js","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"JavaScript, Python, Docker, CSS, Java, Linux","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"AWS, Machine Learning, C++, Azure, Git, Python","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"C++, Kubernetes, Python, CSS, React","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Python, Machine Learning, React, AWS, C++, Docker, Linux","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Python, SQL, Node.js, Kubernetes, Git, HTML, Azure","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Deep Learning, Machine Learning, JavaScript, Git, Azure, React, SQL","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"SQL, Kubernetes, C++, Deep Learning","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Git, Linux, Node.js, Python, CSS, HTML","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Git, CSS, C++, JavaScript, HTML, Data Analysis","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Data Analysis, Docker, AWS, Kubernetes, C++, React","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"C++, Kubernetes, CSS, Machine Learning, Deep Learning, Git, Data Analysis","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Node.js, Deep Learning, Docker, SQL, HTML","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"HTML, Node.js, CSS, Git, Java, SQL","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"CSS, C++, Git, Linux","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"AWS, Python, Data Analysis, JavaScript, C++","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Docker, Kubernetes, Python, AWS, C++, Deep Learning, Git","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Azure, Kubernetes, Git, Node.js","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Kubernetes, SQL, Java, Python, Git, Azure","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Data Analysis, Azure, Kubernetes, React, C++, Deep Learning, Java","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Python, Data Analysis, Docker, HTML, JavaScript, React, Node.js","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"Git, Azure, Docker, Deep Learning, React","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Machine Learning, Node.js, AWS, Java, Linux, Git, Python","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Python, Node.js, Git, HTML","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"JavaScript, Java, Deep Learning, AWS, Azure, CSS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Kubernetes, Linux, Machine Learning, Docker, Python","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Python, Linux, Machine Learning, SQL","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"JavaScript, SQL, Data Analysis, AWS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Python, React, Data Analysis, Java, SQL","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"HTML, Data Analysis, CSS, C++, JavaScript, Git, Azure","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Azure, Kubernetes, Linux, CSS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Azure, Docker, Deep Learning, Machine Learning, HTML, Java","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"AWS, JavaScript, Machine Learning, HTML, Deep Learning, Azure, Java","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Azure, Git, React, Python, Java","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"SQL, Machine Learning, Git, HTML, C++","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Python, HTML, Git, AWS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"SQL, Node.js, Machine Learning, AWS, CSS, JavaScript","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Java, JavaScript, AWS, Azure, CSS, HTML","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"JavaScript, Git, AWS, Python","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Azure, Node.js, AWS, Deep Learning, Data Analysis","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Kubernetes, AWS, JavaScript, Machine Learning, Deep Learning","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"SQL, Linux, Kubernetes, AWS, Azure, Node.js, Java","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Azure, Docker, Data Analysis, React, Git, SQL","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"React, SQL, Machine Learning, CSS, AWS, Data Analysis","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Machine Learning, SQL, Azure, Deep Learning, Data Analysis, CSS, Node.js","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"HTML, AWS, Machine Learning, SQL, Linux","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Linux, SQL, AWS, React, Java","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Docker, React, Node.js, Linux, C++, Deep Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Python, HTML, Git, Machine Learning, Kubernetes, Docker","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Linux, JavaScript, React, Kubernetes, Data Analysis, Deep Learning, Docker","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Azure, SQL, Deep Learning, C++, React, Linux","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"AWS, Machine Learning, Linux, CSS, React, Azure","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"AWS, Git, Python, Java, Docker, Azure","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Machine Learning, SQL, Azure, Kubernetes, Data Analysis, JavaScript","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Docker, Data Analysis, JavaScript, Git, Linux, Machine Learning, Node.js","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"React, Machine Learning, AWS, Java, Deep Learning, SQL","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Git, Docker, Node.js, Java, Kubernetes","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"React, Azure, JavaScript, Git, Python, Linux","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Machine Learning, Data Analysis, React, AWS, Deep Learning, Python, Kubernetes","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Data Analysis, React, Kubernetes, Azure, Java","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"SQL, HTML, Machine Learning, Linux, Python","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"C++, Kubernetes, Data Analysis, Azure, JavaScript, Python","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
