id,cv_id,jd_id,cv_text,jd_text,label,job_category
703,CV_0703,JD_309,"Junior Backend Developer with 3+ years of experience. Proficient in REST APIs, Node.js, Java. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 5+ years experience in Spring Boot, Python, Java, REST APIs, Microservices. Bachelor's degree required.",1,Backend Developer
403,CV_0403,JD_419,"Junior Project Manager with 4+ years of experience. Proficient in Agile, Algorithms, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 6+ years experience in Java, System Design, Python, Data Structures, Git. Bachelor's degree required.",0,Project Manager
1017,CV_1017,JD_255,"Junior Database Administrator with 5+ years of experience. Proficient in Data Structures, Python, Java. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 2+ years experience in Java, Git, Data Structures, Algorithms. Bachelor's degree required.",1,Database Administrator
1864,CV_1864,JD_031,"Senior System Administrator with 2+ years of experience. Proficient in Algorithms, Python, Data Structures, Git. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 7+ years experience in Python, Agile, System Design. Bachelor's degree required.",1,System Administrator
1478,CV_1478,JD_326,"Junior Mobile Developer with 7+ years of experience. Proficient in Agile, Algorithms, Java. Strong problem-solving and communication skills.","We are hiring Junior Fullstack Developer. Requirements: 4+ years experience in Python, Git, Data Structures, Agile. Bachelor's degree required.",0,Mobile Developer
394,CV_0394,JD_062,"Senior Data Analyst with 6+ years of experience. Proficient in Statistics, Tableau, Excel, Power BI. Strong problem-solving and communication skills.","We are hiring Senior Backend Developer. Requirements: 3+ years experience in Spring Boot, SQL, Microservices. Bachelor's degree required.",0,Data Analyst
1867,CV_1867,JD_277,"Junior Backend Developer with 9+ years of experience. Proficient in Spring Boot, REST APIs, Python. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 4+ years experience in Microservices, Python, SQL, Spring Boot. Bachelor's degree required.",1,Backend Developer
577,CV_0577,JD_062,"Junior Database Administrator with 9+ years of experience. Proficient in Agile, Data Structures, Java, Algorithms, System Design. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 6+ years experience in Algorithms, System Design, Agile. Bachelor's degree required.",1,Database Administrator
226,CV_0226,JD_057,"Junior UI/UX Designer with 4+ years of experience. Proficient in System Design, Data Structures, Python, Algorithms, Java. Strong problem-solving and communication skills.","We are hiring Junior UI/UX Designer. Requirements: 6+ years experience in System Design, Algorithms, Agile, Git, Data Structures. Bachelor's degree required.",1,UI/UX Designer
2128,CV_2128,JD_488,"Mid-level Database Administrator with 8+ years of experience. Proficient in Git, Agile, Algorithms, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 6+ years experience in Agile, Data Structures, Algorithms, Java, Python. Bachelor's degree required.",1,Database Administrator
1939,CV_1939,JD_399,"Mid-level Data Analyst with 3+ years of experience. Proficient in Excel, Python, Data Visualization, Statistics. Strong problem-solving and communication skills.","We are hiring Mid-level Data Analyst. Requirements: 4+ years experience in Data Visualization, Tableau, Power BI, SQL. Bachelor's degree required.",1,Data Analyst
986,CV_0986,JD_286,"Senior Backend Developer with 6+ years of experience. Proficient in Django, REST APIs, Python, Spring Boot, SQL. Strong problem-solving and communication skills.","We are hiring Senior Backend Developer. Requirements: 3+ years experience in SQL, Microservices, Python, REST APIs. Bachelor's degree required.",1,Backend Developer
580,CV_0580,JD_197,"Senior Frontend Developer with 6+ years of experience. Proficient in React, Vue.js, JavaScript, TypeScript. Strong problem-solving and communication skills.","We are hiring Senior Frontend Developer. Requirements: 6+ years experience in React, Vue.js, HTML5, CSS3, Angular. Bachelor's degree required.",1,Frontend Developer
1728,CV_1728,JD_370,"Mid-level Project Manager with 8+ years of experience. Proficient in System Design, Python, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Project Manager. Requirements: 5+ years experience in Python, Data Structures, Java. Bachelor's degree required.",1,Project Manager
923,CV_0923,JD_482,"Senior Machine Learning Engineer with 8+ years of experience. Proficient in Algorithms, Data Structures, Agile. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 7+ years experience in Git, Algorithms, Agile, System Design. Bachelor's degree required.",1,Machine Learning Engineer
290,CV_0290,JD_358,"Mid-level Product Manager with 9+ years of experience. Proficient in Analytics, Roadmapping, Product Strategy, JIRA. Strong problem-solving and communication skills.","We are hiring Mid-level Product Manager. Requirements: 2+ years experience in JIRA, Scrum, Agile, Analytics, Product Strategy. Bachelor's degree required.",1,Product Manager
1819,CV_1819,JD_338,"Junior QA Engineer with 8+ years of experience. Proficient in Algorithms, Python, System Design, Agile. Strong problem-solving and communication skills.","We are hiring Junior QA Engineer. Requirements: 5+ years experience in Agile, Java, Python, Algorithms. Bachelor's degree required.",1,QA Engineer
701,CV_0701,JD_226,"Mid-level Fullstack Developer with 4+ years of experience. Proficient in Data Structures, Java, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level Frontend Developer. Requirements: 5+ years experience in HTML5, CSS3, Vue.js, React, Angular. Bachelor's degree required.",0,Fullstack Developer
1971,CV_1971,JD_359,"Junior DevOps Engineer with 5+ years of experience. Proficient in Kubernetes, Linux, AWS. Strong problem-solving and communication skills.","We are hiring Junior DevOps Engineer. Requirements: 7+ years experience in Terraform, AWS, Docker, Linux, Jenkins. Bachelor's degree required.",1,DevOps Engineer
1086,CV_1086,JD_154,"Junior Data Scientist with 3+ years of experience. Proficient in PyTorch, TensorFlow, Statistics, Python. Strong problem-solving and communication skills.","We are hiring Junior Fullstack Developer. Requirements: 7+ years experience in System Design, Agile, Algorithms, Python. Bachelor's degree required.",0,Data Scientist
1694,CV_1694,JD_164,"Senior Backend Developer with 5+ years of experience. Proficient in Python, Node.js, Microservices, Spring Boot. Strong problem-solving and communication skills.","We are hiring Senior Cloud Architect. Requirements: 5+ years experience in Java, Algorithms, System Design, Git. Bachelor's degree required.",0,Backend Developer
1266,CV_1266,JD_001,"Junior Fullstack Developer with 5+ years of experience. Proficient in Git, Data Structures, Agile. Strong problem-solving and communication skills.","We are hiring Junior Fullstack Developer. Requirements: 7+ years experience in System Design, Python, Agile. Bachelor's degree required.",1,Fullstack Developer
1474,CV_1474,JD_413,"Junior Database Administrator with 8+ years of experience. Proficient in Data Structures, Algorithms, Git, Python. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 4+ years experience in Python, Data Structures, System Design, Java, Algorithms. Bachelor's degree required.",1,Database Administrator
540,CV_0540,JD_327,"Mid-level Frontend Developer with 3+ years of experience. Proficient in CSS3, JavaScript, Vue.js, React. Strong problem-solving and communication skills.","We are hiring Mid-level Frontend Developer. Requirements: 3+ years experience in JavaScript, CSS3, TypeScript, React, HTML5. Bachelor's degree required.",1,Frontend Developer
1493,CV_1493,JD_481,"Junior Project Manager with 6+ years of experience. Proficient in System Design, Java, Git. Strong problem-solving and communication skills.","We are hiring Junior Data Scientist. Requirements: 2+ years experience in PyTorch, Data Visualization, Python. Bachelor's degree required.",0,Project Manager
2304,CV_2304,JD_235,"Junior Software Engineer with 3+ years of experience. Proficient in Git, Agile, System Design. Strong problem-solving and communication skills.","We are hiring Junior Software Engineer. Requirements: 5+ years experience in Python, System Design, Git, Algorithms. Bachelor's degree required.",1,Software Engineer
2083,CV_2083,JD_044,"Mid-level Network Engineer with 8+ years of experience. Proficient in Java, Data Structures, Git, Agile, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Network Engineer. Requirements: 7+ years experience in Agile, System Design, Java. Bachelor's degree required.",1,Network Engineer
228,CV_0228,JD_414,"Junior Data Engineer with 7+ years of experience. Proficient in Java, System Design, Agile, Algorithms, Git. Strong problem-solving and communication skills.","We are hiring Junior Data Engineer. Requirements: 4+ years experience in Java, Python, Data Structures, Git, Agile. Bachelor's degree required.",1,Data Engineer
293,CV_0293,JD_278,"Junior Data Engineer with 4+ years of experience. Proficient in Data Structures, Agile, Python. Strong problem-solving and communication skills.","We are hiring Junior Data Engineer. Requirements: 2+ years experience in Java, Git, System Design, Python, Agile. Bachelor's degree required.",1,Data Engineer
1097,CV_1097,JD_222,"Mid-level Business Analyst with 5+ years of experience. Proficient in Git, System Design, Agile, Python. Strong problem-solving and communication skills.","We are hiring Mid-level System Administrator. Requirements: 4+ years experience in Data Structures, Agile, Python, System Design. Bachelor's degree required.",0,Business Analyst
2277,CV_2277,JD_158,"Mid-level Business Analyst with 3+ years of experience. Proficient in Algorithms, Python, Agile, Git, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Business Analyst. Requirements: 5+ years experience in Python, Algorithms, Data Structures, Git. Bachelor's degree required.",1,Business Analyst
1082,CV_1082,JD_409,"Junior Database Administrator with 3+ years of experience. Proficient in Data Structures, Git, Agile, Java. Strong problem-solving and communication skills.","We are hiring Junior UI/UX Designer. Requirements: 7+ years experience in Java, Python, Algorithms, System Design. Bachelor's degree required.",0,Database Administrator
1251,CV_1251,JD_342,"Junior Software Engineer with 2+ years of experience. Proficient in Java, Git, Agile, System Design, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior UI/UX Designer. Requirements: 3+ years experience in System Design, Agile, Git. Bachelor's degree required.",0,Software Engineer
1925,CV_1925,JD_027,"Junior Business Analyst with 5+ years of experience. Proficient in Git, System Design, Data Structures, Java. Strong problem-solving and communication skills.","We are hiring Junior Business Analyst. Requirements: 3+ years experience in System Design, Git, Java. Bachelor's degree required.",1,Business Analyst
1818,CV_1818,JD_360,"Junior System Administrator with 7+ years of experience. Proficient in Python, Algorithms, System Design. Strong problem-solving and communication skills.","We are hiring Junior Product Manager. Requirements: 4+ years experience in Analytics, Scrum, User Research, Agile. Bachelor's degree required.",0,System Administrator
798,CV_0798,JD_317,"Junior Data Analyst with 6+ years of experience. Proficient in Tableau, SQL, Excel. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 5+ years experience in Agile, System Design, Git, Algorithms, Java. Bachelor's degree required.",0,Data Analyst
1456,CV_1456,JD_015,"Junior Backend Developer with 5+ years of experience. Proficient in Django, Node.js, SQL, Microservices, Spring Boot. Strong problem-solving and communication skills.","We are hiring Junior Cloud Architect. Requirements: 6+ years experience in Python, Git, Agile. Bachelor's degree required.",0,Backend Developer
1463,CV_1463,JD_349,"Junior Data Analyst with 7+ years of experience. Proficient in Power BI, SQL, Data Visualization. Strong problem-solving and communication skills.","We are hiring Junior Data Analyst. Requirements: 5+ years experience in Excel, SQL, Python. Bachelor's degree required.",1,Data Analyst
1773,CV_1773,JD_448,"Mid-level Cloud Architect with 6+ years of experience. Proficient in Java, Algorithms, System Design, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level DevOps Engineer. Requirements: 4+ years experience in Jenkins, AWS, CI/CD. Bachelor's degree required.",0,Cloud Architect
1699,CV_1699,JD_106,"Mid-level Database Administrator with 2+ years of experience. Proficient in Algorithms, Git, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 6+ years experience in Python, System Design, Git, Data Structures, Agile. Bachelor's degree required.",1,Database Administrator
1261,CV_1261,JD_337,"Junior Frontend Developer with 7+ years of experience. Proficient in React, JavaScript, Angular, TypeScript. Strong problem-solving and communication skills.","We are hiring Junior Data Scientist. Requirements: 6+ years experience in R, SQL, Statistics, Data Visualization. Bachelor's degree required.",0,Frontend Developer
1471,CV_1471,JD_339,"Mid-level Machine Learning Engineer with 8+ years of experience. Proficient in Git, Java, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Network Engineer. Requirements: 5+ years experience in Java, Data Structures, Python, Agile, System Design. Bachelor's degree required.",0,Machine Learning Engineer
2018,CV_2018,JD_429,"Junior Data Engineer with 7+ years of experience. Proficient in Agile, System Design, Python, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Data Engineer. Requirements: 3+ years experience in Java, Data Structures, Algorithms, Git. Bachelor's degree required.",1,Data Engineer
583,CV_0583,JD_385,"Junior Security Engineer with 5+ years of experience. Proficient in Algorithms, Python, Data Structures, Agile. Strong problem-solving and communication skills.","We are hiring Junior DevOps Engineer. Requirements: 6+ years experience in Git, Docker, Jenkins, Terraform. Bachelor's degree required.",0,Security Engineer
489,CV_0489,JD_010,"Mid-level Product Manager with 5+ years of experience. Proficient in Scrum, Analytics, JIRA. Strong problem-solving and communication skills.","We are hiring Mid-level Security Engineer. Requirements: 5+ years experience in Data Structures, System Design, Algorithms, Git. Bachelor's degree required.",0,Product Manager
1063,CV_1063,JD_352,"Mid-level Mobile Developer with 9+ years of experience. Proficient in Data Structures, Agile, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Mobile Developer. Requirements: 2+ years experience in Java, Git, Agile, Python, Data Structures. Bachelor's degree required.",1,Mobile Developer
321,CV_0321,JD_095,"Senior System Administrator with 9+ years of experience. Proficient in Agile, Python, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 6+ years experience in Data Structures, Java, Python, System Design, Git. Bachelor's degree required.",1,System Administrator
319,CV_0319,JD_393,"Mid-level Network Engineer with 4+ years of experience. Proficient in Data Structures, System Design, Java, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Network Engineer. Requirements: 7+ years experience in Java, Python, System Design, Agile. Bachelor's degree required.",1,Network Engineer
298,CV_0298,JD_373,"Junior Security Engineer with 6+ years of experience. Proficient in Algorithms, Python, Java, System Design. Strong problem-solving and communication skills.","We are hiring Junior Security Engineer. Requirements: 3+ years experience in Agile, System Design, Algorithms, Python, Git. Bachelor's degree required.",1,Security Engineer
585,CV_0585,JD_293,"Mid-level Backend Developer with 8+ years of experience. Proficient in REST APIs, Python, SQL, Microservices, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Backend Developer. Requirements: 2+ years experience in Java, Spring Boot, Microservices, Python. Bachelor's degree required.",1,Backend Developer
396,CV_0396,JD_484,"Junior Machine Learning Engineer with 2+ years of experience. Proficient in Agile, Python, Data Structures, Java. Strong problem-solving and communication skills.","We are hiring Junior Machine Learning Engineer. Requirements: 3+ years experience in System Design, Java, Python, Agile. Bachelor's degree required.",1,Machine Learning Engineer
759,CV_0759,JD_295,"Senior Network Engineer with 7+ years of experience. Proficient in Python, System Design, Agile. Strong problem-solving and communication skills.","We are hiring Senior Network Engineer. Requirements: 6+ years experience in Python, Data Structures, Agile, Git. Bachelor's degree required.",1,Network Engineer
2137,CV_2137,JD_196,"Junior Data Analyst with 4+ years of experience. Proficient in Power BI, Excel, SQL, Python. Strong problem-solving and communication skills.","We are hiring Junior Data Analyst. Requirements: 7+ years experience in Power BI, Data Visualization, SQL, Statistics, Python. Bachelor's degree required.",1,Data Analyst
858,CV_0858,JD_090,"Mid-level Security Engineer with 3+ years of experience. Proficient in Agile, Python, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level Security Engineer. Requirements: 4+ years experience in Python, Git, Algorithms. Bachelor's degree required.",1,Security Engineer
1954,CV_1954,JD_297,"Mid-level Data Scientist with 3+ years of experience. Proficient in Machine Learning, TensorFlow, SQL, R. Strong problem-solving and communication skills.","We are hiring Mid-level Data Scientist. Requirements: 6+ years experience in PyTorch, TensorFlow, SQL. Bachelor's degree required.",1,Data Scientist
2097,CV_2097,JD_031,"Junior QA Engineer with 6+ years of experience. Proficient in Python, Java, Data Structures, Git. Strong problem-solving and communication skills.","We are hiring Junior DevOps Engineer. Requirements: 3+ years experience in CI/CD, Jenkins, Kubernetes, Docker. Bachelor's degree required.",0,QA Engineer
607,CV_0607,JD_470,"Junior Database Administrator with 6+ years of experience. Proficient in Agile, Python, Java. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 5+ years experience in Python, Git, System Design, Agile, Data Structures. Bachelor's degree required.",1,Database Administrator
177,CV_0177,JD_294,"Mid-level System Administrator with 9+ years of experience. Proficient in Python, Data Structures, Git. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 7+ years experience in Agile, Git, Data Structures, Algorithms, Python. Bachelor's degree required.",0,System Administrator
648,CV_0648,JD_146,"Mid-level Frontend Developer with 8+ years of experience. Proficient in Vue.js, HTML5, JavaScript. Strong problem-solving and communication skills.","We are hiring Mid-level Frontend Developer. Requirements: 7+ years experience in CSS3, TypeScript, Vue.js, Angular. Bachelor's degree required.",1,Frontend Developer
1429,CV_1429,JD_332,"Senior DevOps Engineer with 2+ years of experience. Proficient in AWS, Docker, Git, Jenkins. Strong problem-solving and communication skills.","We are hiring Senior DevOps Engineer. Requirements: 5+ years experience in Docker, Linux, Kubernetes, Jenkins, CI/CD. Bachelor's degree required.",1,DevOps Engineer
2208,CV_2208,JD_267,"Mid-level Machine Learning Engineer with 6+ years of experience. Proficient in Algorithms, System Design, Data Structures, Python, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level Product Manager. Requirements: 4+ years experience in Roadmapping, User Research, Product Strategy, Analytics. Bachelor's degree required.",0,Machine Learning Engineer
2074,CV_2074,JD_367,"Mid-level Network Engineer with 2+ years of experience. Proficient in Git, Data Structures, System Design, Python, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level Network Engineer. Requirements: 4+ years experience in Java, Git, Data Structures, System Design. Bachelor's degree required.",1,Network Engineer
1999,CV_1999,JD_399,"Junior Business Analyst with 6+ years of experience. Proficient in Data Structures, Python, Java, System Design, Agile. Strong problem-solving and communication skills.","We are hiring Junior Business Analyst. Requirements: 7+ years experience in Git, Python, Java, Algorithms. Bachelor's degree required.",1,Business Analyst
191,CV_0191,JD_274,"Junior QA Engineer with 5+ years of experience. Proficient in System Design, Data Structures, Java, Python. Strong problem-solving and communication skills.","We are hiring Junior QA Engineer. Requirements: 4+ years experience in Algorithms, System Design, Java, Data Structures, Python. Bachelor's degree required.",1,QA Engineer
2300,CV_2300,JD_145,"Mid-level QA Engineer with 2+ years of experience. Proficient in Python, System Design, Agile, Java. Strong problem-solving and communication skills.","We are hiring Mid-level QA Engineer. Requirements: 6+ years experience in Data Structures, Python, Git. Bachelor's degree required.",1,QA Engineer
1549,CV_1549,JD_118,"Junior Backend Developer with 5+ years of experience. Proficient in Python, Microservices, Java, Spring Boot. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 4+ years experience in Node.js, SQL, Django. Bachelor's degree required.",1,Backend Developer
680,CV_0680,JD_390,"Mid-level Product Manager with 8+ years of experience. Proficient in Analytics, Agile, Roadmapping, JIRA. Strong problem-solving and communication skills.","We are hiring Mid-level Product Manager. Requirements: 7+ years experience in Analytics, Roadmapping, Product Strategy. Bachelor's degree required.",1,Product Manager
405,CV_0405,JD_044,"Junior UI/UX Designer with 8+ years of experience. Proficient in System Design, Agile, Java. Strong problem-solving and communication skills.","We are hiring Junior UI/UX Designer. Requirements: 7+ years experience in Agile, Algorithms, Python. Bachelor's degree required.",1,UI/UX Designer
2383,CV_2383,JD_242,"Junior Security Engineer with 5+ years of experience. Proficient in Agile, Python, Git, System Design, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior Security Engineer. Requirements: 7+ years experience in Git, Python, Data Structures, System Design. Bachelor's degree required.",1,Security Engineer
1676,CV_1676,JD_377,"Mid-level Business Analyst with 9+ years of experience. Proficient in Java, Git, Python, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Business Analyst. Requirements: 5+ years experience in Data Structures, Java, Agile. Bachelor's degree required.",1,Business Analyst
1509,CV_1509,JD_211,"Mid-level Data Scientist with 2+ years of experience. Proficient in Python, Statistics, R, SQL. Strong problem-solving and communication skills.","We are hiring Mid-level DevOps Engineer. Requirements: 6+ years experience in Docker, Git, AWS. Bachelor's degree required.",0,Data Scientist
619,CV_0619,JD_426,"Mid-level System Administrator with 7+ years of experience. Proficient in Git, Agile, Java, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level System Administrator. Requirements: 3+ years experience in Git, Python, Agile, Data Structures, Java. Bachelor's degree required.",1,System Administrator
1523,CV_1523,JD_363,"Junior Business Analyst with 2+ years of experience. Proficient in Python, Git, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Business Analyst. Requirements: 3+ years experience in Data Structures, Algorithms, Git, System Design. Bachelor's degree required.",1,Business Analyst
586,CV_0586,JD_375,"Senior UI/UX Designer with 4+ years of experience. Proficient in Data Structures, Algorithms, Git. Strong problem-solving and communication skills.","We are hiring Senior UI/UX Designer. Requirements: 5+ years experience in Algorithms, Git, Java, Data Structures. Bachelor's degree required.",1,UI/UX Designer
1399,CV_1399,JD_428,"Senior Software Engineer with 6+ years of experience. Proficient in Java, Git, System Design. Strong problem-solving and communication skills.","We are hiring Senior Network Engineer. Requirements: 4+ years experience in Python, Git, Agile, Algorithms. Bachelor's degree required.",0,Software Engineer
2403,CV_2403,JD_217,"Junior Backend Developer with 4+ years of experience. Proficient in Java, Django, Python. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 6+ years experience in SQL, Java, REST APIs. Bachelor's degree required.",1,Backend Developer
538,CV_0538,JD_390,"Senior Data Engineer with 6+ years of experience. Proficient in Data Structures, Algorithms, Python, System Design, Git. Strong problem-solving and communication skills.","We are hiring Senior Data Engineer. Requirements: 5+ years experience in Python, Data Structures, Git, System Design, Algorithms. Bachelor's degree required.",1,Data Engineer
576,CV_0576,JD_406,"Junior Project Manager with 9+ years of experience. Proficient in Java, Python, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior Project Manager. Requirements: 2+ years experience in Agile, Java, Python, System Design. Bachelor's degree required.",1,Project Manager
1096,CV_1096,JD_469,"Mid-level Project Manager with 3+ years of experience. Proficient in Agile, Python, Java, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Business Analyst. Requirements: 4+ years experience in Java, Agile, System Design, Python, Data Structures. Bachelor's degree required.",0,Project Manager
1120,CV_1120,JD_199,"Junior Security Engineer with 9+ years of experience. Proficient in Python, System Design, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior Security Engineer. Requirements: 3+ years experience in Python, Java, Git. Bachelor's degree required.",1,Security Engineer
866,CV_0866,JD_399,"Mid-level Network Engineer with 3+ years of experience. Proficient in Java, Python, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Network Engineer. Requirements: 4+ years experience in System Design, Java, Algorithms, Python, Agile. Bachelor's degree required.",1,Network Engineer
2135,CV_2135,JD_446,"Senior Data Scientist with 7+ years of experience. Proficient in R, Machine Learning, TensorFlow, Data Visualization. Strong problem-solving and communication skills.","We are hiring Senior Data Scientist. Requirements: 3+ years experience in Machine Learning, Python, TensorFlow, Data Visualization. Bachelor's degree required.",1,Data Scientist
968,CV_0968,JD_414,"Mid-level Data Analyst with 8+ years of experience. Proficient in Excel, Data Visualization, Statistics, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Data Analyst. Requirements: 6+ years experience in SQL, Excel, Tableau. Bachelor's degree required.",1,Data Analyst
2162,CV_2162,JD_275,"Senior Business Analyst with 4+ years of experience. Proficient in System Design, Data Structures, Python. Strong problem-solving and communication skills.","We are hiring Senior Business Analyst. Requirements: 5+ years experience in System Design, Data Structures, Algorithms, Agile, Java. Bachelor's degree required.",1,Business Analyst
531,CV_0531,JD_388,"Junior System Administrator with 4+ years of experience. Proficient in Java, Agile, Algorithms, Git. Strong problem-solving and communication skills.","We are hiring Junior System Administrator. Requirements: 5+ years experience in Git, Python, System Design, Algorithms, Java. Bachelor's degree required.",1,System Administrator
2342,CV_2342,JD_263,"Junior Backend Developer with 9+ years of experience. Proficient in Spring Boot, Django, Python, SQL. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 5+ years experience in SQL, Django, REST APIs. Bachelor's degree required.",1,Backend Developer
1614,CV_1614,JD_451,"Mid-level Data Scientist with 8+ years of experience. Proficient in Statistics, PyTorch, Data Visualization. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 7+ years experience in Python, Algorithms, Java. Bachelor's degree required.",0,Data Scientist
1469,CV_1469,JD_162,"Senior Data Scientist with 3+ years of experience. Proficient in TensorFlow, Data Visualization, SQL, R, Statistics. Strong problem-solving and communication skills.","We are hiring Senior Data Scientist. Requirements: 6+ years experience in SQL, Statistics, PyTorch, R. Bachelor's degree required.",1,Data Scientist
418,CV_0418,JD_476,"Junior Software Engineer with 3+ years of experience. Proficient in Python, System Design, Java, Data Structures, Git. Strong problem-solving and communication skills.","We are hiring Junior Software Engineer. Requirements: 6+ years experience in Algorithms, Java, Python, Agile, Data Structures. Bachelor's degree required.",1,Software Engineer
716,CV_0716,JD_328,"Mid-level Cloud Architect with 7+ years of experience. Proficient in System Design, Git, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Product Manager. Requirements: 5+ years experience in Agile, JIRA, Analytics. Bachelor's degree required.",0,Cloud Architect
1249,CV_1249,JD_121,"Junior QA Engineer with 4+ years of experience. Proficient in Git, Python, Java, Algorithms, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Mobile Developer. Requirements: 4+ years experience in Python, Git, System Design, Java. Bachelor's degree required.",0,QA Engineer
809,CV_0809,JD_188,"Junior Data Engineer with 4+ years of experience. Proficient in System Design, Python, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior Data Engineer. Requirements: 6+ years experience in Algorithms, Java, Python, Git. Bachelor's degree required.",1,Data Engineer
458,CV_0458,JD_293,"Senior Cloud Architect with 8+ years of experience. Proficient in Algorithms, Python, Data Structures, Git, Java. Strong problem-solving and communication skills.","We are hiring Senior Cloud Architect. Requirements: 4+ years experience in Python, Git, Data Structures, Algorithms. Bachelor's degree required.",1,Cloud Architect
1673,CV_1673,JD_027,"Junior Backend Developer with 4+ years of experience. Proficient in Python, SQL, Spring Boot, Node.js, Java. Strong problem-solving and communication skills.","We are hiring Junior Data Scientist. Requirements: 4+ years experience in Data Visualization, TensorFlow, R. Bachelor's degree required.",0,Backend Developer
2198,CV_2198,JD_403,"Mid-level Data Analyst with 9+ years of experience. Proficient in Power BI, Tableau, Excel. Strong problem-solving and communication skills.","We are hiring Mid-level Project Manager. Requirements: 6+ years experience in Java, System Design, Git. Bachelor's degree required.",0,Data Analyst
454,CV_0454,JD_452,"Mid-level Security Engineer with 7+ years of experience. Proficient in System Design, Data Structures, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Security Engineer. Requirements: 5+ years experience in Data Structures, Python, Git. Bachelor's degree required.",1,Security Engineer
2037,CV_2037,JD_056,"Mid-level Machine Learning Engineer with 7+ years of experience. Proficient in Algorithms, System Design, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Machine Learning Engineer. Requirements: 4+ years experience in Git, Algorithms, Java, Python, Agile. Bachelor's degree required.",1,Machine Learning Engineer
1904,CV_1904,JD_166,"Senior Mobile Developer with 2+ years of experience. Proficient in Java, Agile, Git, System Design. Strong problem-solving and communication skills.","We are hiring Senior Mobile Developer. Requirements: 2+ years experience in System Design, Data Structures, Python. Bachelor's degree required.",1,Mobile Developer
1805,CV_1805,JD_173,"Senior Business Analyst with 7+ years of experience. Proficient in Git, Algorithms, Python. Strong problem-solving and communication skills.","We are hiring Senior Business Analyst. Requirements: 4+ years experience in Python, Agile, Java, Algorithms, System Design. Bachelor's degree required.",1,Business Analyst
1624,CV_1624,JD_141,"Senior Network Engineer with 4+ years of experience. Proficient in Git, Python, System Design. Strong problem-solving and communication skills.","We are hiring Senior Network Engineer. Requirements: 5+ years experience in Java, Agile, Python, Git. Bachelor's degree required.",1,Network Engineer
945,CV_0945,JD_243,"Mid-level Mobile Developer with 8+ years of experience. Proficient in Agile, System Design, Git. Strong problem-solving and communication skills.","We are hiring Mid-level Mobile Developer. Requirements: 6+ years experience in System Design, Java, Agile, Data Structures. Bachelor's degree required.",1,Mobile Developer
